author,text,published_at,like_count,source,total_sources,total_comments,screening_time_min,source_entropy,cluster
user_27958,ada yg lucu dari kejadian ini. kenapa baru sekarang di perdebatkan?? kenapa gak dari awal?? setelah lengser jadi presiden 2 periode sekarang di perdebatkan. mending pikirin nasib rakyat ini gimana. disini saya gak pro sana sini,2025-05-28 19:29:02+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_22271,kalo si wowie negarawan harus nya dia tunjukan itu ijazah..dia itu mantan presiden..dan sampai sekarang masih di gaji oleh duit rakyat..rakyat hanya perlu tunjukan doang dia gs mau..buseettt dah😂😂,2025-05-27 15:40:15+00:00,1,debat_tv_one,1,111,52668.53333333333,0.0,12
user_19451,kalo dia bukan mantan presiden juga ga akan bnyak yg pengen buktiin. ngapain juga anyink,2025-05-27 07:04:35+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_17567,"tunjukikan saja jgn byk ngomong pengscsrsnya saja hrslh kalau jokowi krn kasus ijazah palsunya sdh msksn korban ,sp th ada oknum ternsknya jokowi jg dsna",2025-05-26 16:52:48+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_20961,mosok waktu jdi walikota di solo drs kok jdi presisident i.r( ingsiur) yg benar mn klihatan bohong mmg org suka nohong y tetep pembohong selalu,2025-05-26 07:12:17+00:00,0,debat_tv_one,1,2,3.216666666666667,0.0,12
user_49838,ngpain nunjukin ijazah ke sampah2 😂 walau sudah tidak menjabat beliau tetap presidan ri ke 7,2025-05-26 05:51:32+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_11796,berwenang kita lihat asli atau palsu..karna ..anda perna jadi presiden.lo mo nyalonnya gimn,2025-05-25 16:02:54+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_32851,nanti udah dua periode jadi presiden baru skrg kau koar-koar roy panci gak jelas???,2025-05-25 15:06:04+00:00,0,debat_tv_one,1,1,0.0,0.0,12
user_24919,"kl saya di minta tunjukin ijazah sm org yg ga saya kenal yaa nanti dulu,,siapa anda 😂😂,,kasian aj sm pak jokowi udh banyak bantu rakyat,, tp rakyat bukan nya terima kasih malah di tuduh yg ga gak,, dr dulu lo di fitnah dan tuduh…saya sebagai rakyat yg waras lebih baik kerja baik baik dr pada ngurusin idup nya org yg ga pernah ngasih kita makan dan uang 😅😅😅 mau palsu atau gak gw ttp kerja dan cari makan sendiri 😅😅 hidup rakyat waras ..",2025-05-25 01:18:36+00:00,0,debat_tv_one,2,2,6.683333333333334,0.6931471805599453,12
user_47358,jak tv ketangkap kejagung karena dibayar utk menjelekkan jokowi dan pragib dengan bayaran dari koordinator tom lembong pendukung fpi hti dr antek asing 😅,2025-05-24 20:00:18+00:00,1,debat_tv_one,2,8,33552.183333333334,0.6615632381579821,12
